계정 : aaa	 2022-04-06 11:36:41 	 su - bbb
	 2022-04-06 11:36:30 	 su - root
	 2022-04-06 11:36:25 	 su -root
	 2022-04-06 11:36:18 	 cd 123
	 2022-04-06 11:36:16 	 mkdir 123
	 2022-04-06 11:34:07 	 ls
	 2022-04-06 11:33:51 	 as
	 2022-04-06 11:33:51 	 das
	 2022-04-06 11:33:50 	 d
계정 : bbb	 2022-04-06 11:37:02 	 su - root
	 2022-04-06 11:36:56 	 ls
	 2022-04-06 11:36:55 	 cd 123
	 2022-04-06 11:36:54 	 mkdir 123
	 2022-04-06 11:36:51 	 ls
계정 : ccc	 기록된 이력이 없음
